age,job,marital,education,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
25,student,single,high.school,no,no,cellular,oct,fri,3,999,0,nonexistent,-1.1,94.601,-49.5,1.029,4963.6
67,retired,married,professional.course,no,no,telephone,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1
47,services,married,high.school,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
23,blue-collar,single,basic.9y,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
35,housemaid,married,basic.4y,no,yes,telephone,may,thu,5,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
35,technician,married,basic.9y,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
40,blue-collar,single,basic.6y,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
43,admin.,married,high.school,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
35,technician,married,high.school,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
29,admin.,married,high.school,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
30,technician,married,high.school,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
43,services,single,university.degree,yes,no,cellular,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
47,services,married,high.school,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
48,blue-collar,married,basic.4y,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
54,admin.,married,high.school,yes,no,cellular,nov,fri,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
36,services,married,university.degree,yes,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1
42,technician,married,professional.course,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,unemployed,married,university.degree,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
37,blue-collar,married,basic.6y,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
32,services,married,high.school,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
40,technician,married,university.degree,no,no,telephone,may,thu,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
48,management,married,high.school,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
46,management,married,basic.6y,yes,yes,telephone,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
36,blue-collar,divorced,basic.9y,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
35,admin.,divorced,university.degree,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
41,admin.,divorced,university.degree,yes,no,cellular,mar,fri,2,999,0,nonexistent,-1.8,93.369,-34.8,0.653,5008.7
59,blue-collar,married,basic.9y,no,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1
40,admin.,married,high.school,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
46,services,married,high.school,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
32,housemaid,married,university.degree,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
41,management,married,university.degree,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
50,services,single,high.school,no,no,cellular,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
57,blue-collar,married,basic.9y,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
37,technician,divorced,high.school,no,yes,telephone,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
29,blue-collar,married,high.school,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
29,admin.,single,high.school,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
73,retired,married,basic.4y,yes,no,cellular,jul,tue,1,999,0,nonexistent,-1.7,94.215,-40.3,0.835,4991.6
59,retired,married,university.degree,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
51,blue-collar,married,basic.4y,no,no,cellular,aug,tue,19,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
36,technician,married,university.degree,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
42,blue-collar,married,basic.4y,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1
24,services,single,high.school,yes,no,telephone,apr,tue,1,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1
34,blue-collar,single,high.school,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,entrepreneur,married,high.school,no,yes,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1
35,blue-collar,married,basic.6y,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
59,management,married,university.degree,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
55,admin.,single,university.degree,yes,yes,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
47,blue-collar,married,basic.4y,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
36,blue-collar,single,high.school,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,admin.,married,university.degree,yes,no,telephone,may,fri,3,999,2,failure,-1.8,92.893,-46.2,1.313,5099.1
27,technician,single,professional.course,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
43,management,married,basic.4y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
36,blue-collar,single,basic.9y,no,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,admin.,married,high.school,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
32,management,married,high.school,yes,yes,telephone,may,tue,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,student,single,university.degree,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
56,technician,married,professional.course,no,yes,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
39,technician,single,professional.course,yes,no,telephone,jun,fri,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
48,admin.,divorced,university.degree,no,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
37,management,single,university.degree,yes,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8
32,entrepreneur,married,basic.4y,yes,no,cellular,jun,tue,2,999,1,failure,-2.9,92.963,-40.8,1.286,5076.2
28,blue-collar,married,basic.9y,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
45,admin.,divorced,university.degree,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
37,management,married,university.degree,yes,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
45,technician,married,high.school,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
34,management,married,university.degree,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
55,entrepreneur,divorced,professional.course,no,no,telephone,jul,wed,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
28,blue-collar,single,basic.4y,yes,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
54,blue-collar,married,basic.4y,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
31,admin.,single,basic.9y,no,no,telephone,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
40,self-employed,married,high.school,yes,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38,blue-collar,married,basic.4y,no,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1
38,admin.,single,university.degree,no,no,telephone,may,thu,9,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
45,admin.,married,high.school,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
37,blue-collar,married,basic.9y,yes,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
36,admin.,married,university.degree,no,no,cellular,apr,tue,6,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1
37,unemployed,single,university.degree,yes,no,cellular,mar,fri,1,999,0,nonexistent,-1.8,92.843,-50.0,1.64,5099.1
24,blue-collar,married,basic.9y,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
51,blue-collar,married,high.school,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
33,technician,married,high.school,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
29,technician,single,university.degree,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
41,technician,married,professional.course,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
22,student,single,high.school,yes,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2
39,housemaid,married,basic.6y,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
51,blue-collar,divorced,basic.4y,yes,no,cellular,may,tue,4,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1
41,blue-collar,married,basic.6y,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
32,technician,single,professional.course,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
31,blue-collar,married,basic.6y,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
27,blue-collar,single,basic.9y,yes,no,cellular,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
30,technician,single,professional.course,no,no,cellular,sep,tue,1,999,5,failure,-1.1,94.199,-37.5,0.877,4963.6
43,blue-collar,divorced,basic.9y,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
30,management,married,high.school,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
24,services,single,professional.course,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,blue-collar,single,basic.9y,yes,no,cellular,apr,thu,1,2,1,success,-1.8,93.075,-47.1,1.365,5099.1
58,admin.,married,university.degree,yes,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1
33,technician,single,professional.course,yes,yes,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
38,entrepreneur,married,professional.course,yes,yes,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.466,5099.1
47,blue-collar,married,high.school,no,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
27,admin.,married,high.school,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
52,admin.,married,basic.4y,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
56,blue-collar,married,basic.9y,no,no,cellular,aug,mon,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
53,housemaid,married,basic.4y,yes,no,telephone,aug,thu,7,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1
63,blue-collar,married,basic.4y,yes,yes,cellular,aug,fri,3,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2
25,services,single,high.school,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
48,admin.,single,university.degree,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
48,services,married,high.school,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
44,blue-collar,married,basic.6y,yes,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
55,admin.,married,high.school,no,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1
48,technician,married,high.school,yes,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
38,technician,single,university.degree,yes,no,cellular,jun,mon,6,999,0,nonexistent,-1.7,94.055,-39.8,0.754,4991.6
55,management,married,basic.4y,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
32,admin.,married,university.degree,yes,yes,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
55,admin.,divorced,university.degree,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1
33,technician,married,professional.course,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
52,blue-collar,married,basic.6y,yes,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
43,management,married,university.degree,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1
32,services,married,high.school,no,yes,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
56,admin.,married,basic.4y,no,no,cellular,aug,thu,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
35,admin.,single,university.degree,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
52,management,married,professional.course,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
35,blue-collar,divorced,basic.9y,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
29,blue-collar,married,basic.9y,yes,no,cellular,jul,tue,4,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
46,services,married,high.school,yes,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
27,blue-collar,married,basic.9y,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.299,5099.1
29,blue-collar,married,high.school,no,no,cellular,nov,wed,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
40,blue-collar,divorced,basic.9y,no,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
44,blue-collar,married,basic.9y,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
32,admin.,married,university.degree,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
21,student,single,high.school,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
49,technician,married,professional.course,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
40,management,married,university.degree,no,yes,cellular,aug,mon,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2
41,management,married,university.degree,no,no,cellular,nov,mon,2,7,3,failure,-3.4,92.649,-30.1,0.715,5017.5
45,blue-collar,married,professional.course,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
30,technician,single,professional.course,yes,no,telephone,may,mon,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
41,blue-collar,married,basic.9y,yes,yes,cellular,may,mon,8,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
51,blue-collar,divorced,basic.9y,no,no,cellular,jul,mon,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
47,technician,divorced,high.school,no,no,telephone,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
35,blue-collar,married,basic.9y,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
30,technician,single,professional.course,yes,yes,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
56,admin.,married,high.school,yes,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
50,admin.,divorced,high.school,yes,no,cellular,jul,fri,4,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
44,services,divorced,high.school,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
37,management,married,university.degree,no,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
56,admin.,married,high.school,no,no,cellular,aug,thu,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
56,technician,divorced,professional.course,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
48,admin.,divorced,university.degree,no,yes,cellular,jul,mon,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
39,admin.,single,high.school,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
92,retired,married,basic.4y,no,yes,cellular,aug,wed,1,3,4,success,-1.7,94.027,-38.3,0.903,4991.6
57,admin.,married,university.degree,yes,no,cellular,jul,thu,10,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
37,technician,single,professional.course,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
62,blue-collar,married,basic.4y,yes,yes,cellular,nov,mon,1,999,1,failure,-3.4,92.649,-30.1,0.719,5017.5
41,admin.,single,university.degree,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
48,blue-collar,married,basic.4y,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
46,admin.,divorced,university.degree,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
28,technician,divorced,professional.course,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
56,services,married,high.school,yes,no,telephone,jun,wed,14,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
50,management,married,university.degree,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
38,admin.,divorced,high.school,yes,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
29,technician,single,professional.course,yes,yes,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2
30,admin.,married,university.degree,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
47,blue-collar,married,basic.6y,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
31,admin.,single,university.degree,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
39,admin.,married,professional.course,no,no,telephone,oct,tue,2,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5
36,admin.,single,university.degree,yes,no,cellular,may,mon,6,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
30,blue-collar,single,university.degree,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
31,technician,single,high.school,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
33,admin.,married,university.degree,yes,yes,cellular,may,mon,2,999,0,nonexistent,-1.8,93.876,-40.0,0.685,5008.7
39,services,married,high.school,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
47,admin.,married,university.degree,yes,no,telephone,jun,tue,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
31,services,divorced,high.school,yes,no,cellular,nov,mon,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8
37,housemaid,single,university.degree,no,no,cellular,oct,tue,3,999,0,nonexistent,-3.4,92.431,-26.9,0.744,5017.5
37,blue-collar,married,basic.9y,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
42,management,single,university.degree,yes,no,cellular,jun,mon,4,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2
34,blue-collar,married,basic.6y,no,yes,telephone,may,wed,1,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
33,blue-collar,married,basic.6y,no,no,telephone,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
41,admin.,divorced,high.school,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
40,technician,married,university.degree,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
53,admin.,married,university.degree,yes,no,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5
43,blue-collar,married,basic.4y,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
45,management,married,high.school,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
42,admin.,married,university.degree,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
34,admin.,married,high.school,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
28,unemployed,single,university.degree,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
41,technician,single,university.degree,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
58,housemaid,married,basic.4y,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
37,technician,single,high.school,no,no,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
50,blue-collar,married,basic.9y,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
49,services,married,high.school,yes,no,cellular,aug,fri,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
53,blue-collar,married,basic.9y,yes,no,telephone,jun,fri,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
43,blue-collar,single,basic.4y,no,no,telephone,jul,wed,3,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1
47,housemaid,divorced,basic.9y,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
